seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
OTU_1899	3391	No terminal repeats	NA	10	11	0.9631	NA	0	9.5294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_631	6877	No terminal repeats	NA	14	11	0.9630	NA	0	12.1420	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3586	2093	No terminal repeats	NA	5	11	0.9630	NA	3	6.8492	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_125	21331	No terminal repeats	NA	41	11	0.9630	NA	1	35.3053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_87	29891	No terminal repeats	NA	42	11	0.9628	NA	4	33.2672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3940	1946	No terminal repeats	NA	4	11	0.9626	NA	2	4.8673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9450	1014	No terminal repeats	NA	2	11	0.9626	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
OTU_2098	3150	No terminal repeats	NA	6	11	0.9626	NA	0	7.8049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_20	44971	No terminal repeats	NA	64	11	0.9625	NA	13	61.1950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_887	5605	No terminal repeats	NA	11	11	0.9623	NA	2	13.1906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_67	35468	No terminal repeats	NA	50	11	0.9622	NA	5	52.9407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8784	1069	No terminal repeats	NA	5	11	0.9621	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6167	1376	No terminal repeats	NA	4	11	0.9620	NA	0	4.8149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_588	7228	No terminal repeats	NA	16	11	0.9617	NA	2	20.2274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1521	3943	No terminal repeats	NA	6	11	0.9616	NA	0	7.3322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_828	5828	No terminal repeats	NA	9	11	0.9613	NA	0	10.1060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3093	2346	No terminal repeats	NA	5	11	0.9613	NA	0	4.4246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7389	1206	No terminal repeats	NA	3	11	0.9613	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4513	1749	No terminal repeats	NA	3	11	0.9613	NA	1	5.1211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4445	1770	No terminal repeats	NA	4	11	0.9612	NA	1	6.8611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6263	1360	No terminal repeats	NA	1	11	0.9612	NA	1	1.4774	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Mulpavirales
OTU_8551	1088	DTR	NA	3	11	0.9611	NA	1	4.7201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_462	8350	No terminal repeats	NA	12	11	0.9610	NA	2	11.5896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3071	2359	ITR	NA	4	11	0.9610	NA	2	4.4810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_221	13391	No terminal repeats	NA	25	11	0.9608	NA	3	18.8623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3680	2056	No terminal repeats	NA	4	11	0.9606	NA	1	5.4448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1817	3479	No terminal repeats	NA	4	11	0.9605	NA	0	3.6498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2314	2913	No terminal repeats	NA	9	11	0.9603	NA	0	6.8797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4021	1911	No terminal repeats	NA	5	11	0.9603	NA	1	6.5236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_293	11061	No terminal repeats	NA	12	11	0.9602	NA	1	12.5103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_925	5460	No terminal repeats	NA	10	11	0.9602	NA	1	8.4360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7246	1225	No terminal repeats	NA	3	11	0.9602	NA	2	3.5017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1775	3541	No terminal repeats	NA	3	11	0.9601	NA	0	3.3170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2814	2505	No terminal repeats	NA	2	11	0.9600	NA	1	2.7036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5961	1412	No terminal repeats	NA	5	11	0.9600	NA	1	4.7948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4748	1678	No terminal repeats	NA	4	4	0.9597	NA	0	2.6972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_388	9267	No terminal repeats	NA	20	11	0.9597	NA	1	12.4760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2163	3083	No terminal repeats	NA	2	11	0.9596	NA	1	3.2192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1266	4479	No terminal repeats	NA	10	11	0.9593	NA	0	11.1380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4040	1902	No terminal repeats	NA	3	11	0.9592	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9295	1027	No terminal repeats	NA	5	11	0.9590	NA	0	3.6756	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5994	1405	No terminal repeats	NA	2	11	0.9588	NA	0	2.6516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4725	1685	No terminal repeats	NA	5	11	0.9588	NA	0	4.5701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2804	2514	No terminal repeats	NA	6	11	0.9587	NA	2	8.1308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1472	4027	No terminal repeats	NA	5	11	0.9586	NA	3	6.2374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2361	2870	No terminal repeats	NA	2	11	0.9584	NA	1	3.4286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8168	1125	No terminal repeats	NA	4	11	0.9583	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6244	1364	No terminal repeats	NA	3	11	0.9583	NA	1	4.0841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_54	37563	No terminal repeats	NA	58	11	0.9581	NA	11	48.9679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6305	1354	No terminal repeats	NA	3	11	0.9581	NA	1	3.1676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1096	4937	No terminal repeats	NA	3	11	0.9581	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4885	1641	No terminal repeats	NA	4	11	0.9581	NA	1	5.2143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_103	25369	No terminal repeats	NA	37	11	0.9579	NA	6	32.1187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4634	1709	No terminal repeats	NA	4	11	0.9576	NA	3	5.5413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5548	1490	No terminal repeats	NA	5	11	0.9574	NA	0	5.5107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_709	6412	No terminal repeats	NA	4	11	0.9573	NA	1	4.0035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5927	1417	No terminal repeats	NA	2	15	0.9571	NA	0	2.9703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4911	1636	No terminal repeats	NA	4	11	0.9568	NA	1	5.0245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8138	1128	No terminal repeats	NA	4	11	0.9563	NA	0	5.7062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3486	2144	No terminal repeats	NA	4	11	0.9561	NA	0	3.9355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5752	1448	No terminal repeats	NA	2	11	0.9560	NA	1	1.6714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8503	1092	No terminal repeats	NA	3	11	0.9556	NA	0	3.4099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5088	1588	No terminal repeats	NA	4	11	0.9550	NA	0	6.1038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3596	2088	No terminal repeats	NA	3	11	0.9549	NA	1	3.0674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3057	2364	No terminal repeats	NA	4	11	0.9549	NA	0	3.2205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7184	1232	No terminal repeats	NA	3	11	0.9548	NA	0	4.7033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_35	40570	No terminal repeats	NA	56	11	0.9547	NA	8	51.5235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3412	2181	No terminal repeats	NA	6	11	0.9546	NA	1	5.3896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9486	1012	No terminal repeats	NA	2	11	0.9546	NA	0	3.1365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1008	5213	No terminal repeats	NA	8	11	0.9546	NA	1	5.4777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5493	1500	No terminal repeats	NA	3	11	0.9545	NA	1	3.0352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2203	3030	No terminal repeats	NA	4	11	0.9545	NA	1	4.2799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_109	24134	No terminal repeats	NA	29	11	0.9543	NA	6	25.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9247	1031	No terminal repeats	NA	2	11	0.9543	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3652	2072	No terminal repeats	NA	5	11	0.9543	NA	1	4.3724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5113	1583	No terminal repeats	NA	3	11	0.9542	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8188	1122	No terminal repeats	NA	2	11	0.9540	NA	0	3.3143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3897	1967	No terminal repeats	NA	5	11	0.9540	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4550	1737	No terminal repeats	NA	2	11	0.9539	NA	2	2.5418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_214	13613	No terminal repeats	NA	17	11	0.9537	NA	11	21.5469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_397	9095	No terminal repeats	NA	18	11	0.9537	NA	1	13.1139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8943	1056	No terminal repeats	NA	3	11	0.9536	NA	3	4.3294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5549	1490	No terminal repeats	NA	2	11	0.9535	NA	1	3.1413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2340	2888	No terminal repeats	NA	5	11	0.9535	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4687	1695	No terminal repeats	NA	2	11	0.9533	NA	1	1.7183	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota
OTU_2682	2615	No terminal repeats	NA	5	11	0.9532	NA	0	6.2446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3129	2324	No terminal repeats	NA	6	11	0.9530	NA	1	8.0129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4543	1740	No terminal repeats	NA	5	11	0.9528	NA	0	4.2583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6088	1389	No terminal repeats	NA	2	11	0.9528	NA	1	2.8705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_516	7823	No terminal repeats	NA	10	11	0.9527	NA	4	11.9754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8076	1135	No terminal repeats	NA	2	11	0.9527	NA	0	2.3358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2183	3053	No terminal repeats	NA	5	11	0.9525	NA	2	6.2351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3706	2044	No terminal repeats	NA	7	11	0.9525	NA	0	10.0319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1141	4809	No terminal repeats	NA	7	11	0.9524	NA	0	3.1427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9252	1030	No terminal repeats	NA	2	11	0.9524	NA	0	2.5430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6402	1339	No terminal repeats	NA	3	11	0.9523	NA	0	3.2343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3113	2335	No terminal repeats	NA	4	11	0.9523	NA	1	4.5438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1737	3589	No terminal repeats	NA	8	11	0.9521	NA	2	13.5278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3333	2214	No terminal repeats	NA	5	11	0.9521	NA	1	6.1441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7497	1193	No terminal repeats	NA	2	11	0.9521	NA	1	3.1425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3016	2390	No terminal repeats	NA	4	11	0.9521	NA	0	3.4004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4780	1669	No terminal repeats	NA	5	11	0.9517	NA	3	8.5285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_839	5787	No terminal repeats	NA	18	11	0.9516	NA	0	3.7160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5467	1506	No terminal repeats	NA	2	11	0.9516	NA	1	2.9014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_44	38967	No terminal repeats	NA	40	11	0.9515	NA	5	29.1048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1445	4074	No terminal repeats	NA	8	11	0.9513	NA	0	3.6137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8090	1133	No terminal repeats	NA	3	11	0.9509	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1560	3880	No terminal repeats	NA	5	11	0.9507	NA	1	5.4160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4012	1916	No terminal repeats	NA	3	11	0.9506	NA	1	3.9875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3144	2314	No terminal repeats	NA	2	11	0.9503	NA	0	3.3741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_845	5756	No terminal repeats	NA	7	11	0.9501	NA	5	8.3505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7915	1151	No terminal repeats	NA	2	11	0.9501	NA	1	2.8577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2461	2781	No terminal repeats	NA	3	11	0.9495	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3137	2320	No terminal repeats	NA	5	11	0.9489	NA	1	4.4848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2723	2579	No terminal repeats	NA	7	11	0.9488	NA	0	6.5269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4077	1885	No terminal repeats	NA	2	11	0.9487	NA	1	2.9663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_352	9655	No terminal repeats	NA	13	11	0.9486	NA	2	10.7694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3871	1978	No terminal repeats	NA	4	11	0.9486	NA	1	4.7735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8497	1093	No terminal repeats	NA	2	11	0.9482	NA	0	2.6227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3077	2353	DTR	NA	3	11	0.9475	NA	1	1.4774	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Mulpavirales
OTU_368	9492	No terminal repeats	NA	19	11	0.9474	NA	0	6.7225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3393	2189	No terminal repeats	NA	5	11	0.9473	NA	0	3.4343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1610	3794	No terminal repeats	NA	11	11	0.9473	NA	0	10.0594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4730	1683	No terminal repeats	NA	2	11	0.9470	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_598	7130	DTR	NA	12	11	0.9466	NA	1	8.1264	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
OTU_9271	1029	No terminal repeats	NA	3	11	0.9464	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4914	1635	No terminal repeats	NA	3	11	0.9463	NA	0	4.2050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1832	3456	No terminal repeats	NA	5	11	0.9462	NA	1	3.8563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_464	8341	No terminal repeats	NA	14	11	0.9459	NA	1	7.3294	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae
OTU_2298	2939	No terminal repeats	NA	4	11	0.9459	NA	0	1.3119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5252	1553	No terminal repeats	NA	4	11	0.9458	NA	0	4.2214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_114	22824	No terminal repeats	NA	34	11	0.9458	NA	3	17.1063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_765	6113	No terminal repeats	NA	12	11	0.9455	NA	0	4.4019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4085	1884	No terminal repeats	NA	3	11	0.9454	NA	2	2.8720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8343	1107	No terminal repeats	NA	3	11	0.9449	NA	0	1.6881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8744	1072	No terminal repeats	NA	2	11	0.9449	NA	1	1.7183	Viruses
OTU_8860	1063	No terminal repeats	NA	2	11	0.9449	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6638	1306	No terminal repeats	NA	3	11	0.9445	NA	1	3.4342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5719	1455	No terminal repeats	NA	2	11	0.9445	NA	1	2.7337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6938	1263	No terminal repeats	NA	3	11	0.9441	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3034	2379	No terminal repeats	NA	6	11	0.9441	NA	0	1.8926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8216	1119	No terminal repeats	NA	4	11	0.9441	NA	0	4.0038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6463	1331	No terminal repeats	NA	4	11	0.9440	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8469	1095	No terminal repeats	NA	2	11	0.9439	NA	0	2.6895	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7061	1246	No terminal repeats	NA	2	11	0.9437	NA	0	2.3720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2518	2737	No terminal repeats	NA	8	11	0.9437	NA	0	9.7238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9593	1004	No terminal repeats	NA	3	11	0.9433	NA	0	3.1947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_211	13671	No terminal repeats	NA	27	11	0.9430	NA	2	24.0825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9580	1005	No terminal repeats	NA	2	11	0.9424	NA	0	1.7183	Unclassified
OTU_8180	1123	No terminal repeats	NA	3	11	0.9423	NA	0	3.5188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5451	1508	No terminal repeats	NA	3	11	0.9415	NA	0	2.1933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5246	1554	No terminal repeats	NA	3	11	0.9407	NA	0	4.7097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4328	1800	No terminal repeats	NA	4	11	0.9406	NA	0	3.9818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2609	2677	No terminal repeats	NA	4	11	0.9403	NA	1	4.2556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_867	5676	No terminal repeats	NA	6	11	0.9399	NA	3	6.3905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7467	1196	No terminal repeats	NA	4	11	0.9395	NA	2	6.5908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6258	1362	No terminal repeats	NA	2	11	0.9394	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5727	1453	No terminal repeats	NA	2	11	0.9391	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2972	2413	No terminal repeats	NA	3	11	0.9387	NA	2	2.9663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4172	1854	No terminal repeats	NA	4	11	0.9385	NA	0	5.1086	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6321	1352	No terminal repeats	NA	3	11	0.9380	NA	1	2.9397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2497	2754	No terminal repeats	NA	6	11	0.9378	NA	2	5.3043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1212	4618	No terminal repeats	NA	8	11	0.9377	NA	1	9.8066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5497	1500	No terminal repeats	NA	4	11	0.9374	NA	3	4.1573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5978	1408	No terminal repeats	NA	3	11	0.9372	NA	3	4.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3183	2295	No terminal repeats	NA	3	11	0.9369	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1670	3695	No terminal repeats	NA	3	11	0.9367	NA	1	2.9793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5169	1558	DTR	NA	3	11	0.9365	NA	0	3.4215	Unclassified
OTU_5459	1507	No terminal repeats	NA	3	11	0.9360	NA	0	4.0501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9485	1012	No terminal repeats	NA	3	11	0.9352	NA	0	3.7415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1803	3503	No terminal repeats	NA	6	11	0.9348	NA	0	4.2176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4288	1814	No terminal repeats	NA	2	11	0.9347	NA	1	3.3366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2977	2408	No terminal repeats	NA	4	11	0.9345	NA	1	2.5767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9366	1021	No terminal repeats	NA	3	11	0.9345	NA	1	3.4353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4165	1856	DTR	NA	3	11	0.9338	NA	1	2.5967	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae
OTU_3135	2321	No terminal repeats	NA	6	11	0.9332	NA	0	5.9799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8422	1100	No terminal repeats	NA	3	11	0.9314	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
